train_score,test_score,pred_train,pred_test
0.8730045014287633,0.7951528443544176,"[3.5583243852785493, 3.5583243852785493, 1.366091653802371, 1.4255150742731724, 3.5597126299513286, 3.424257349468935, 3.582854105092826, 3.582854105092826, 3.582854105092826, 4.192490223673929, 5.613128106388071, 3.389896864436932, 3.424257349468935, 5.5683445037611, 4.147274757571837, 3.5597126299513286, 3.4498615536424393, 4.0432051376618885, 3.386546752485762, 3.386546752485762, 3.7466790986234746, 3.7466790986234746, 4.147274757571837, 3.6470292036480054, 4.129389903964899, 3.392980387053078, 1.1847899849091608, 1.0612565021243419, 3.5583243852785493, 3.7584608406493465, 3.582854105092826, 4.127134385045089, 3.7466790986234746, 4.192490223673929, 3.381393654364765, 3.386546752485762, 3.9280013368640625, 3.9280013368640625, 3.582854105092826, 3.7584608406493465, 3.9280013368640625, 4.329416684401586, 3.5583243852785493, 3.5583243852785493, 3.5583243852785493, 3.582854105092826, 3.582854105092826, 3.582854105092826, 3.392980387053078, 3.392980387053078, 3.582854105092826, 4.192490223673929, 3.7466790986234746, 3.7466790986234746, 3.389896864436932, 3.7584608406493465, 3.9280013368640625, 3.6470292036480054, 3.6963514689526353, 3.582854105092826, 3.326541180068651, 3.4498615536424393, 3.7584608406493465, 3.582854105092826, 3.6470292036480054, 3.381393654364765, 3.326541180068651, 3.389896864436932, 2.890371757896163, 3.7584608406493465, 3.7584608406493465, 4.0432051376618885, 4.387014176184921, 3.582854105092826, 3.5583243852785493, 3.999117712279085, 3.5583243852785493, 3.7584608406493465]","[3.999117712279085, 3.5597126299513286, 3.582854105092826, 3.8020914231730565, 5.5683445037611, 3.4498615536424393, 4.192490223673929, 4.192490223673929, 4.147274757571837, 1.3695026980441387, 4.602000158948558, 3.424257349468935, 3.9280013368640625, 3.582854105092826, 4.192490223673929, 3.7466790986234746, 3.6963514689526353, 3.9280013368640625, 3.7584608406493465, 3.5583243852785493]"
0.9065801231785513,0.5149617083243593,"[3.571960783980811, 1.366091653802371, 1.4255150742731724, 3.5767810575156296, 3.8940343600586136, 3.5767810575156296, 3.4422243739120484, 3.5669071663881704, 3.5669071663881704, 3.5669071663881704, 3.5669071663881704, 4.3944491546724365, 5.613128106388071, 3.389896864436932, 3.4422243739120484, 5.541893674648892, 5.541893674648892, 4.010739711142349, 3.5767810575156296, 3.258096538021479, 3.9120230054281513, 3.386546752485762, 3.386546752485762, 3.702050388360637, 3.702050388360637, 3.716429152188454, 3.716429152188454, 4.010739711142349, 4.010739711142349, 3.6470292036480054, 4.129389903964899, 3.392980387053078, 0.920282753143693, 4.2136079830489175, 3.571960783980811, 3.9211779518815804, 3.5669071663881704, 3.1654750481410847, 3.386546752485762, 3.4422243739120484, 3.7977656591715667, 3.5669071663881704, 3.9211779518815804, 4.329416684401586, 3.571960783980811, 3.571960783980811, 3.5669071663881704, 3.5669071663881704, 3.5669071663881704, 3.392980387053078, 3.392980387053078, 3.5669071663881704, 3.716429152188454, 3.702050388360637, 3.702050388360637, 3.389896864436932, 3.716429152188454, 3.702050388360637, 3.9211779518815804, 3.7977656591715667, 3.7276116474432994, 3.6470292036480054, 3.7276116474432994, 3.5669071663881704, 3.326541180068651, 3.9211779518815804, 3.6470292036480054, 3.326541180068651, 3.7977656591715667, 3.389896864436932, 2.890371757896163, 3.9211779518815804, 4.387014176184921, 3.5669071663881704, 3.571960783980811, 3.8940343600586136, 3.571960783980811, 3.9211779518815804]","[3.571960783980811, 3.716429152188454, 3.258096538021479, 3.036435292848119, 1.8546428600245772, 4.318790324163109, 3.702050388360637, 3.716429152188454, 3.7977656591715667, 3.7977656591715667, 3.7977656591715667, 3.571960783980811, 3.5669071663881704, 3.258096538021479, 3.5669071663881704, 3.1654750481410847, 3.9211779518815804, 3.9211779518815804, 3.9120230054281513, 3.571960783980811]"
0.8789196348285538,0.5153774599078758,"[3.5879000521728135, 1.4255150742731724, 3.788951007838156, 3.4607304630191242, 3.323922001737856, 3.556876859534014, 3.556876859534014, 3.556876859534014, 4.102343094835229, 4.3944491546724365, 3.389896864436932, 5.541893674648892, 5.541893674648892, 4.010739711142349, 3.4607304630191242, 3.385939881768789, 3.385939881768789, 4.0432051376618885, 3.787662114359961, 4.102343094835229, 4.102343094835229, 4.010739711142349, 4.010739711142349, 3.7584124781754364, 4.129389903964899, 3.392980387053078, 1.1847899849091608, 0.920282753143693, 1.0612565021243419, 4.2136079830489175, 3.5879000521728135, 3.877450574470325, 3.556876859534014, 4.127134385045089, 3.787662114359961, 4.102343094835229, 3.381393654364765, 3.8218191758458864, 3.323922001737856, 3.8218191758458864, 3.8218191758458864, 3.556876859534014, 3.8218191758458864, 4.329416684401586, 3.5879000521728135, 3.5879000521728135, 3.556876859534014, 3.556876859534014, 3.556876859534014, 3.392980387053078, 3.392980387053078, 3.556876859534014, 3.787662114359961, 3.389896864436932, 4.102343094835229, 3.787662114359961, 3.877450574470325, 3.8218191758458864, 3.7276116474432994, 3.7584124781754364, 3.7276116474432994, 3.556876859534014, 3.326541180068651, 3.385939881768789, 3.556876859534014, 3.381393654364765, 3.326541180068651, 3.8218191758458864, 3.389896864436932, 3.877450574470325, 3.877450574470325, 3.877450574470325, 4.0432051376618885, 4.387014176184921, 3.556876859534014, 3.5879000521728135, 3.5879000521728135, 3.877450574470325]","[3.5879000521728135, 0.9880085572188794, 3.4607304630191242, 3.556876859534014, 4.185094922063729, 3.323922001737856, 3.7662212562924458, 3.7662212562924458, 3.787662114359961, 3.7662212562924458, 3.877450574470325, 3.5879000521728135, 3.556876859534014, 4.102343094835229, 3.787662114359961, 3.877450574470325, 3.7584124781754364, 3.748115591160899, 3.788951007838156, 3.5879000521728135]"
0.8820927606218345,0.7236020538375211,"[3.570868844567061, 3.570868844567061, 1.366091653802371, 1.4255150742731724, 3.7099000795764243, 3.8940343600586136, 3.7099000795764243, 3.6676036274023147, 3.6676036274023147, 3.6676036274023147, 3.9962418961626445, 4.3944491546724365, 5.613128106388071, 3.5784937705293585, 5.515442845536685, 3.385939881768789, 3.385939881768789, 3.386546752485762, 3.386546752485762, 3.7194857385955804, 3.7194857385955804, 3.9962418961626445, 3.9962418961626445, 3.985888061440313, 3.985888061440313, 3.5761814109301873, 4.129389903964899, 3.5304956274404993, 1.1847899849091608, 0.920282753143693, 1.0612565021243419, 4.2136079830489175, 3.570868844567061, 4.127134385045089, 3.7194857385955804, 3.9962418961626445, 3.386546752485762, 3.8218191758458864, 3.5784937705293585, 3.8218191758458864, 3.8218191758458864, 3.7103109043490665, 3.8218191758458864, 4.329416684401586, 3.570868844567061, 3.570868844567061, 3.570868844567061, 3.6676036274023147, 3.6676036274023147, 3.6676036274023147, 3.6676036274023147, 3.5304956274404993, 3.6676036274023147, 3.9962418961626445, 3.7194857385955804, 3.7194857385955804, 3.4011973816621537, 3.9962418961626445, 3.7194857385955804, 3.7103109043490665, 3.8218191758458864, 3.758871825933968, 3.385939881768789, 3.7103109043490665, 3.6676036274023147, 3.5761814109301873, 3.5973122605884464, 3.190476350346501, 3.8218191758458864, 2.890371757896163, 3.7103109043490665, 3.7103109043490665, 3.7103109043490665, 4.1743872698956395, 4.387014176184921, 3.570868844567061, 3.570868844567061, 3.8940343600586136, 3.570868844567061]","[3.5784937705293585, 3.6676036274023147, 3.4011973816621537, 5.515442845536685, 3.985888061440313, 3.7099000795764243, 4.1743872698956395, 3.7103109043490665, 3.6676036274023147, 3.5973122605884464, 3.6676036274023147, 3.5304956274404993, 3.5761814109301873, 3.758871825933968, 3.6676036274023147, 3.190476350346501, 3.4011973816621537, 3.6676036274023147, 3.7103109043490665]"
0.871312684227385,0.8233994243485456,"[3.569671243451523, 3.569671243451523, 1.366091653802371, 3.5767810575156296, 3.8940343600586136, 3.5767810575156296, 3.4422243739120484, 3.565113442701574, 3.565113442701574, 3.565113442701574, 3.9962418961626445, 4.3944491546724365, 5.613128106388071, 3.384246605824312, 3.4422243739120484, 5.541893674648892, 5.541893674648892, 3.8990563144148975, 3.5767810575156296, 3.385939881768789, 3.385939881768789, 4.0432051376618885, 3.386546752485762, 3.386546752485762, 3.6391118505900146, 3.9962418961626445, 3.9962418961626445, 3.8990563144148975, 1.1847899849091608, 0.920282753143693, 1.0612565021243419, 4.2136079830489175, 3.795941449858986, 3.565113442701574, 4.127134385045089, 3.6391118505900146, 3.9962418961626445, 3.381393654364765, 3.386546752485762, 3.7513055570359297, 3.4422243739120484, 3.7513055570359297, 3.7513055570359297, 3.565113442701574, 3.795941449858986, 3.7513055570359297, 3.569671243451523, 3.569671243451523, 3.565113442701574, 3.565113442701574, 3.565113442701574, 3.1179499062782385, 3.9962418961626445, 3.6391118505900146, 3.9962418961626445, 3.6391118505900146, 3.7276116474432994, 3.606493721838404, 3.7276116474432994, 3.565113442701574, 3.462606009790798, 3.385939881768789, 3.795941449858986, 3.565113442701574, 3.606493721838404, 3.381393654364765, 3.7513055570359297, 3.384246605824312, 2.890371757896163, 3.795941449858986, 3.795941449858986, 3.795941449858986, 4.0432051376618885, 3.565113442701574, 3.569671243451523, 3.569671243451523, 3.8940343600586136, 3.569671243451523, 3.795941449858986]","[1.0994727155551662, 3.565113442701574, 3.6391118505900146, 3.8990563144148975, 3.606493721838404, 4.122618846508089, 3.1179499062782385, 3.569671243451523, 4.288999253538343, 3.569671243451523, 3.565113442701574, 3.1179499062782385, 3.565113442701574, 3.6391118505900146, 3.384246605824312, 3.795941449858986, 3.7513055570359297, 3.462606009790798, 4.121127871706602]"
